"Ano","Semestre","Cód. Disciplina","Cód. Turma","Alunos","Professor","Cód. Curso","Curso","Porcentagem de Aprovado","Porcentagem de Dispensado","Porcentagem de Reprovado","Porcentagem de Tr.Parcial","Porcentagem de Não Concl.","Porcentagem de CancMatric","Porcentagem de Repr.Freq"
2022,"1. Semestre","D320199","50",2,"A380200380642","303","Engenharia Elétrica",10,0,86,5,0,0,0
2022,"1. Semestre","D320199","50",1,"A380200380642","305","Engenharia Química",0,0,100,0,0,0,0
2022,"1. Semestre","D320199","50",1,"A380200380642","311","Curso de Engenharia Acústica",0,0,100,0,0,0,0
2022,"2. Semestre","D320199","10",7,"P855200218","303","Engenharia Elétrica",16,4,51,0,0,0,29
2022,"2. Semestre","D320199","11",14,"A292200218320","312","Curso de Engenharia de Computação",23,2,33,2,0,0,41
2022,"2. Semestre","D320199","13",5,"A681200461218","313","Curso de Engenharia de Produção",15,6,9,0,0,0,70
2022,"2. Semestre","D320199","14",11,"A380200380642","302","Engenharia Civil",37,4,22,0,0,0,37
2022,"2. Semestre","D320199","15",10,"AP681402512218","310","Curso Engenharia de Controle e Automação",28,6,36,0,0,0,31
2022,"2. Semestre","D320199","16",10,"MÁICON FACCO","314","Bacharelado em Sistemas de Informação",23,2,23,2,0,2,47
2022,"2. Semestre","D320199","17",18,"A380683888642","304","Engenharia Mecânica",17,0,0,0,0,0,0
2022,"2. Semestre","D320199","17",18,"AP292200218888","304","Engenharia Mecânica",17,0,0,0,0,0,0
2022,"2. Semestre","D320199","17",1,"A380683888642","304","Engenharia Mecânica",0,0,0,0,0,1,0
2022,"2. Semestre","D320199","17",1,"AP292200218888","304","Engenharia Mecânica",0,0,0,0,0,1,0
2022,"2. Semestre","D320199","17",3,"A380683888642","304","Engenharia Mecânica",0,3,0,0,0,0,0
2022,"2. Semestre","D320199","17",3,"AP292200218888","304","Engenharia Mecânica",0,3,0,0,0,0,0
2022,"2. Semestre","D320199","17",10,"A380683888642","304","Engenharia Mecânica",0,0,0,0,0,0,10
2022,"2. Semestre","D320199","17",10,"AP292200218888","304","Engenharia Mecânica",0,0,0,0,0,0,10
2022,"2. Semestre","D320199","17",20,"A380683888642","304","Engenharia Mecânica",0,0,19,0,0,0,0
2022,"2. Semestre","D320199","17",20,"AP292200218888","304","Engenharia Mecânica",0,0,19,0,0,0,0
2022,"2. Semestre","D320199","17",24,"AP292200218888","305","Engenharia Química",67,3,11,0,3,0,17
2022,"2. Semestre","D320199","18",8,"B200380461148","311","Curso de Engenharia Acústica",28,0,14,7,3,0,48
2022,"2. Semestre","D320199","19",1,"A292200218320","402","Engenharia Florestal",11,6,33,0,0,0,50
2022,"2. Semestre","D320199","20",17,"A394200218642","309","Curso de Engenharia Sanitária e Ambiental",41,2,27,0,0,0,29
2022,"2. Semestre","D320199","50",2,"A292200218320","305","Engenharia Química",0,0,100,0,0,0,0
2022,"2. Semestre","D320199","50",2,"A292200218320","307","Ciência da Computação - Bacharelado",67,0,33,0,0,0,0
2022,"2. Semestre","D320199","50",1,"A292200218320","316","Curso de Engenharia de Telecomunicações",0,0,0,0,100,0,0
2022,"2. Semestre","D320199","50",1,"A292200218320","315","Curso de Engenharia Aeroespacial",100,0,0,0,0,0,0
2021,"1. Semestre","D888200","CC1",16,"E681200461218","307","Ciência da Computação - Bacharelado",84,0,5,0,0,11,0
2021,"1. Semestre","D888200","CC2",10,"E978402380148","307","Ciência da Computação - Bacharelado",56,0,33,0,0,11,0
2021,"1. Semestre","D888200","SI1",1,"E681200461218","314","Bacharelado em Sistemas de Informação",20,0,80,0,0,0,0
2021,"1. Semestre","D888200","SI2",3,"E978402380148","314","Bacharelado em Sistemas de Informação",60,0,40,0,0,0,0
2021,"2. Semestre","D888200","CC1",2,"E978402380148","307","Ciência da Computação - Bacharelado",40,0,40,20,0,0,0
2021,"2. Semestre","D888200","CC2",2,"E681200461218","307","Ciência da Computação - Bacharelado",40,0,40,20,0,0,0
2021,"2. Semestre","D888200","SI1",10,"E978402380148","314","Bacharelado em Sistemas de Informação",43,0,43,0,4,9,0
2021,"2. Semestre","D888200","SI2",2,"E681200461218","314","Bacharelado em Sistemas de Informação",12,0,82,0,0,6,0
2022,"1. Semestre","D888200","CC1",13,"E681200461218","307","Ciência da Computação - Bacharelado",87,0,13,0,0,0,0
2022,"1. Semestre","D888200","CC2",16,"E978402380148","307","Ciência da Computação - Bacharelado",67,0,21,4,0,4,4
2022,"1. Semestre","D888200","SI1",1,"E681200461218","314","Bacharelado em Sistemas de Informação",0,0,100,0,0,0,0
2022,"1. Semestre","D888200","SI2",2,"E978402380148","314","Bacharelado em Sistemas de Informação",67,0,0,0,0,0,33
2022,"2. Semestre","D888200","CC",8,"E200380461148","307","Ciência da Computação - Bacharelado",80,0,20,0,0,0,0
2022,"2. Semestre","D888200","SI1",19,"E978402380148","314","Bacharelado em Sistemas de Informação",63,3,27,0,0,0,7
2022,"2. Semestre","D888200","SI2",9,"E681200461218","314","Bacharelado em Sistemas de Informação",60,0,13,0,0,7,20
2022,"2. Semestre","D888200","SI3",8,"E200380461148","314","Bacharelado em Sistemas de Informação",80,0,20,0,0,0,0
